DEPTH,GR,AT10,AT30,AT90,RHOZ,NPHI,DTCO,PEFZ,NMRFF,NMREFF,NMRTOT
5574.4998983591795,28.73721,1668.0707,1658.7014,1651.8972,2.6075604,5.1937456,56.40901,5.3537874,0.03777468,0.053073257,0.053107582
5574.59989836067,29.086369,1667.7302,1658.5532,1651.8589,2.5849545,5.9079094,56.846375,5.319312,0.04131326,0.05674748,0.056796428
5574.69989836216,28.874615,1667.9539,1659.267,1652.8932,2.5431027,7.0464478,57.282227,5.260822,0.045556176,0.05945783,0.059532367
5574.79989836365,28.511606,1668.451,1660.0466,1653.8716,2.5314863,7.4706287,57.752018,5.2284527,0.05101268,0.06233356,0.06241097
5574.89989836514,28.35352,1669.1771,1661.0724,1655.116,2.5224183,7.7162743,58.160343,5.2121797,0.05655955,0.06549599,0.06554567
5574.99989836663,29.706135,1671.2847,1663.8292,1658.3647,2.5113363,7.708764,58.601967,5.207546,0.062078286,0.07010884,0.07011979
5575.09989836812,30.836233,1672.663,1665.5566,1660.3616,2.5137532,7.840146,58.980984,5.228307,0.064555764,0.073407166,0.07340857
5575.19989836961,31.903227,1674.2606,1667.5223,1662.6128,2.5213125,7.811311,59.10013,5.259295,0.066043064,0.07580802,0.07580802
5575.2998983711,33.353798,1678.1173,1672.1752,1667.8793,2.5409667,7.403579,59.12129,5.3513527,0.06602991,0.07669307,0.07669307
5575.3998983725905,33.87939,1680.3718,1674.8568,1670.8871,2.5480182,6.954485,58.886326,5.387932,0.064034045,0.07577858,0.07577858
5575.499898374081,34.204712,1682.8329,1677.7642,1674.1311,2.5537646,6.77468,58.55522,5.413933,0.06163735,0.07411811,0.074142076
5575.599898375571,35.277267,1685.4872,1680.8801,1677.5912,2.5603309,6.8003774,58.150208,5.4388947,0.06051091,0.072002865,0.07217973
